Site Name,Currently Being Observed,Latitude,Longitude,Year,First Bloom Date
"Onahama, Japan",False,36.9383759,140.8977807,2004,4/1/2004
"Wajima, Japan",False,37.3905644,136.8994281,2004,4/1/2004
"Aikawa, Japan",False,35.532347,139.297795,2004,4/5/2004
"Niigata, Japan",True,37.6452283,138.7669125,2004,4/2/2004
"Kanazawa, Japan",True,36.5780499,136.6480247,2004,3/28/2004
"Toyama, Japan",True,36.6957569,137.2136215,2004,3/29/2004
"Nagano, Japan",True,36.1143945,138.0319015,2004,4/6/2004
"Takada, Japan",False,34.516288,135.7448226,2004,3/30/2004
"Utsunomiya, Japan",True,36.5549677,139.8828776,2004,3/27/2004
"Fukui, Japan",True,35.9263502,136.6068127,2004,3/29/2004
"Takayama, Japan",False,36.1396246,137.2510322,2004,4/10/2004
"Matsumoto, Japan",False,36.2382047,137.9687141,2004,4/2/2004
"Maebashi, Japan",True,36.3893418,139.0632826,2004,3/26/2004
"Kumagaya, Japan",True,36.1472472,139.3886141,2004,3/23/2004
"Mito, Japan",True,36.3657792,140.4713933,2004,3/27/2004
"Tsuruga, Japan",False,35.6445135,136.0734634,2004,3/28/2004
"Gifu, Japan",True,35.7867449,137.0460777,2004,3/24/2004
"Nagoya, Japan",True,35.1851045,136.8998438,2004,3/23/2004
"Iida, Japan",False,35.5147101,137.8219519,2004,4/2/2004
"Kofu, Japan",True,35.6652481,138.5710441,2004,3/24/2004
"Choshi, Japan",True,35.7345338,140.8272667,2004,3/30/2004
"Tsu, Japan",True,34.7341973,136.5153283,2004,3/28/2004
"Hamamatsu, Japan",False,34.7109786,137.7259431,2004,3/27/2004
"Shizuoka, Japan",True,34.979149,138.38299,2004,3/18/2004
"Tokyo, Japan",True,35.6828387,139.7594549,2004,3/18/2004
"Owase, Japan",False,34.0707815,136.1911394,2004,3/28/2004
"Yokohama, Japan",True,35.444991,139.636768,2004,3/18/2004
"Tateyama, Japan",False,34.9965304,139.8699838,2004,3/30/2004
"Oshima, Japan",False,34.737515,139.400251,2004,3/25/2004
"Miyakejima, Japan",False,34.085378000000006,139.52127731368265,2004,
"Hachijojima, Japan",False,33.1024935,139.8076939278656,2004,3/26/2004
"Saigo, Japan",False,32.8728923,130.2439633,2004,3/28/2004
"Matsue, Japan",True,35.468115,133.048768,2004,3/21/2004
"Yonago, Japan",False,35.4276408,133.331459,2004,3/21/2004
"Tottori, Japan",True,35.3555075,133.8678525,2004,3/24/2004
"Toyooka, Japan",False,35.5446737,134.8201126,2004,3/28/2004
"Maizuru, Japan",False,35.4704853,135.34844,2004,3/27/2004
"Hamada, Japan",False,34.8991982,132.0799984,2004,3/21/2004
"Kyoto, Japan",True,35.021041,135.7556075,2004,3/24/2004
"Hikone, Japan",True,35.254276,136.215376,2004,3/28/2004
"Hiroshima, Japan",True,34.3916058,132.4518156,2004,3/19/2004
"Okayama, Japan",True,34.6553944,133.9194595,2004,3/25/2004
"Kobe, Japan",True,34.6932379,135.1943764,2004,3/26/2004
"Osaka, Japan",True,34.6198813,135.490357,2004,3/23/2004
"Sumoto, Japan",False,34.3389909,134.859985,2004,
"Wakayama, Japan",True,34.234617,135.1782181,2004,3/19/2004
"Shionomisaki, Japan",False,33.4377085,135.7549926,2004,3/26/2004
"Nara, Japan",True,34.2963089,135.8816819,2004,3/25/2004
"Matsuyama, Japan",True,33.8395188,132.7653521,2004,3/19/2004
"Takamatsu, Japan",True,34.3425592,134.0465338,2004,3/24/2004
"Uwajima, Japan",False,33.2232315,132.5606514,2004,3/17/2004
"Kochi, Japan",True,33.5680384,133.5394221,2004,3/19/2004
"Tokushima, Japan",True,34.0698307,134.5550353,2004,3/26/2004
"Shimonoseki, Japan",True,33.9577116,130.9415455,2004,3/23/2004
"Izuhara, Japan",False,34.2022882,129.288952,2004,3/22/2004
"Fukuoka, Japan",True,33.6251241,130.6180016,2004,3/17/2004
"Saga, Japan",True,33.2185408,130.1296585,2004,3/23/2004
"Oita, Japan",True,33.1819875,131.4270217,2004,3/19/2004
"Fukue, Japan",False,34.0471135,130.9156608,2004,3/26/2004
"Nagasaki, Japan",True,33.1154683,129.7874339,2004,3/23/2004
"Kumamoto, Japan",True,32.6450475,130.6341345,2004,3/24/2004
"Nobeoka, Japan",False,32.5823063,131.6649034,2004,
"Kagoshima, Japan",True,31.5841689,130.543387,2004,3/29/2004
"Miyazaki, Japan",True,31.9076334,131.4204022,2004,3/26/2004
"Yakushima, Japan",False,30.347925,130.52448324447516,2004,
"Tanegashima, Japan",False,30.591848,130.99589484044418,2004,3/21/2004
"Naze, Japan",True,28.3934485,129.5337385,2004,1/20/2004
"Yonaguni Island, Japan",False,24.455595,122.98760597555837,2004,1/19/2004
"Ishigaki Island, Japan",True,24.3618503,124.1543424,2004,1/15/2004
"Miyakojima, Japan",True,24.813957,125.30557898287014,2004,1/28/2004
"Kumejima, Japan",False,26.341139,126.78905289115316,2004,1/13/2004
"Naha, Japan",True,26.2122345,127.6791452,2004,1/17/2004
"Nago, Japan",False,26.5914524,127.9773062,2004,
"Iriomote Island, Japan",False,24.3464015,123.83916364873272,2004,
"Minamidaitojima, Japan",True,25.8423115,131.24287129209847,2004,1/22/2004
"Wakkanai, Japan",True,45.4158108,141.6730309,2005,5/23/2005
"Rumoi, Japan",False,43.941029,141.6368171,2005,5/20/2005
"Asahikawa, Japan",True,43.7627501,142.3579263,2005,5/14/2005
"Abashiri, Japan",True,44.0206027,144.2732035,2005,5/21/2005
"Sapporo, Japan",True,43.061936,141.3542924,2005,5/10/2005
"Iwamizawa, Japan",False,43.1959915,141.7761132,2005,5/11/2005
"Obihiro, Japan",True,42.923809,143.1966324,2005,5/4/2005
"Kushiro, Japan",True,42.9906837,144.3820381,2005,5/22/2005
"Nemuro, Japan",False,43.3301154,145.5829068,2005,5/21/2005
"Muroran, Japan",True,42.3152461,140.9740731,2005,5/10/2005
"Urakawa, Japan",False,42.1684998,142.7680974,2005,5/16/2005
"Esashi, Japan",False,41.8690714,140.1272235,2005,5/3/2005
"Hakodate, Japan",True,41.768793,140.729008,2005,5/1/2005
"Kutchan, Japan",False,42.901741,140.7590818,2005,5/14/2005
"Monbetsu, Japan",False,44.3565151,143.3545224,2005,5/21/2005
"Hiroo, Japan",False,42.285532,143.3116162,2005,
"Shinjo, Japan",False,38.7648577,140.3021449,2005,
"Aomori, Japan",True,40.886943,140.590121,2005,4/29/2005
"Hachinohe, Japan",False,40.5122388,141.4882959,2005,4/27/2005
"Akita, Japan",True,39.6898802,140.342608,2005,4/24/2005
"Morioka, Japan",True,39.7021331,141.1545397,2005,4/23/2005
"Miyako, Japan",False,39.6395835,141.9461177,2005,4/18/2005
"Sakata, Japan",False,38.9147229,139.8364101,2005,4/19/2005
"Yamagata, Japan",True,38.2553393,140.3400205,2005,4/19/2005
"Sendai, Japan",True,38.2677554,140.8691498,2005,4/14/2005
"Fukushima, Japan",True,37.75454,140.4592144,2005,4/11/2005
"Shirakawa, Japan",False,37.1263397,140.2107192,2005,
"Onahama, Japan",False,36.9383759,140.8977807,2005,4/10/2005
"Wajima, Japan",False,37.3905644,136.8994281,2005,4/10/2005
"Aikawa, Japan",False,35.532347,139.297795,2005,4/16/2005
"Niigata, Japan",True,37.6452283,138.7669125,2005,4/14/2005
"Kanazawa, Japan",True,36.5780499,136.6480247,2005,4/7/2005
"Toyama, Japan",True,36.6957569,137.2136215,2005,4/8/2005
"Nagano, Japan",True,36.1143945,138.0319015,2005,4/14/2005
"Takada, Japan",False,34.516288,135.7448226,2005,4/10/2005
"Utsunomiya, Japan",True,36.5549677,139.8828776,2005,4/6/2005
"Fukui, Japan",True,35.9263502,136.6068127,2005,4/7/2005
"Takayama, Japan",False,36.1396246,137.2510322,2005,4/17/2005
"Matsumoto, Japan",False,36.2382047,137.9687141,2005,4/9/2005
"Maebashi, Japan",True,36.3893418,139.0632826,2005,4/6/2005
"Kumagaya, Japan",True,36.1472472,139.3886141,2005,4/4/2005
"Mito, Japan",True,36.3657792,140.4713933,2005,4/6/2005
"Tsuruga, Japan",False,35.6445135,136.0734634,2005,4/6/2005
"Gifu, Japan",True,35.7867449,137.0460777,2005,4/2/2005
"Nagoya, Japan",True,35.1851045,136.8998438,2005,3/31/2005
"Iida, Japan",False,35.5147101,137.8219519,2005,4/9/2005
"Kofu, Japan",True,35.6652481,138.5710441,2005,3/31/2005
"Choshi, Japan",True,35.7345338,140.8272667,2005,4/7/2005
"Tsu, Japan",True,34.7341973,136.5153283,2005,4/3/2005
"Hamamatsu, Japan",False,34.7109786,137.7259431,2005,4/2/2005
"Shizuoka, Japan",True,34.979149,138.38299,2005,3/29/2005
"Tokyo, Japan",True,35.6828387,139.7594549,2005,3/31/2005
"Owase, Japan",False,34.0707815,136.1911394,2005,4/2/2005
"Yokohama, Japan",True,35.444991,139.636768,2005,4/2/2005
"Tateyama, Japan",False,34.9965304,139.8699838,2005,4/3/2005
"Oshima, Japan",False,34.737515,139.400251,2005,3/29/2005
"Miyakejima, Japan",False,34.085378000000006,139.52127731368265,2005,
"Hachijojima, Japan",False,33.1024935,139.8076939278656,2005,4/8/2005
"Saigo, Japan",False,32.8728923,130.2439633,2005,4/7/2005
"Matsue, Japan",True,35.468115,133.048768,2005,4/5/2005
"Yonago, Japan",False,35.4276408,133.331459,2005,4/4/2005
"Tottori, Japan",True,35.3555075,133.8678525,2005,4/5/2005
"Toyooka, Japan",False,35.5446737,134.8201126,2005,4/7/2005
"Maizuru, Japan",False,35.4704853,135.34844,2005,4/7/2005
"Hamada, Japan",False,34.8991982,132.0799984,2005,4/1/2005
"Kyoto, Japan",True,35.021041,135.7556075,2005,4/2/2005
"Hikone, Japan",True,35.254276,136.215376,2005,4/6/2005
"Hiroshima, Japan",True,34.3916058,132.4518156,2005,4/3/2005
"Okayama, Japan",True,34.6553944,133.9194595,2005,4/3/2005
"Kobe, Japan",True,34.6932379,135.1943764,2005,4/3/2005
"Osaka, Japan",True,34.6198813,135.490357,2005,4/3/2005
"Sumoto, Japan",False,34.3389909,134.859985,2005,
"Wakayama, Japan",True,34.234617,135.1782181,2005,3/29/2005
"Shionomisaki, Japan",False,33.4377085,135.7549926,2005,4/1/2005
"Nara, Japan",True,34.2963089,135.8816819,2005,4/2/2005
"Matsuyama, Japan",True,33.8395188,132.7653521,2005,4/1/2005
"Takamatsu, Japan",True,34.3425592,134.0465338,2005,4/1/2005
"Uwajima, Japan",False,33.2232315,132.5606514,2005,3/28/2005
"Kochi, Japan",True,33.5680384,133.5394221,2005,3/31/2005
"Tokushima, Japan",True,34.0698307,134.5550353,2005,3/31/2005
"Shimonoseki, Japan",True,33.9577116,130.9415455,2005,3/31/2005
"Izuhara, Japan",False,34.2022882,129.288952,2005,4/1/2005
"Fukuoka, Japan",True,33.6251241,130.6180016,2005,3/29/2005
"Saga, Japan",True,33.2185408,130.1296585,2005,3/31/2005
"Oita, Japan",True,33.1819875,131.4270217,2005,3/31/2005
"Fukue, Japan",False,34.0471135,130.9156608,2005,3/31/2005
"Nagasaki, Japan",True,33.1154683,129.7874339,2005,4/1/2005
"Kumamoto, Japan",True,32.6450475,130.6341345,2005,4/1/2005
"Nobeoka, Japan",False,32.5823063,131.6649034,2005,
"Kagoshima, Japan",True,31.5841689,130.543387,2005,4/3/2005
"Miyazaki, Japan",True,31.9076334,131.4204022,2005,3/28/2005
"Yakushima, Japan",False,30.347925,130.52448324447516,2005,
"Tanegashima, Japan",False,30.591848,130.99589484044418,2005,3/31/2005
"Naze, Japan",True,28.3934485,129.5337385,2005,1/25/2005
"Yonaguni Island, Japan",False,24.455595,122.98760597555837,2005,2/5/2005
"Ishigaki Island, Japan",True,24.3618503,124.1543424,2005,1/7/2005
"Miyakojima, Japan",True,24.813957,125.30557898287014,2005,1/29/2005
"Kumejima, Japan",False,26.341139,126.78905289115316,2005,
"Naha, Japan",True,26.2122345,127.6791452,2005,1/19/2005
"Nago, Japan",False,26.5914524,127.9773062,2005,
"Iriomote Island, Japan",False,24.3464015,123.83916364873272,2005,
"Minamidaitojima, Japan",True,25.8423115,131.24287129209847,2005,2/3/2005
"Wakkanai, Japan",True,45.4158108,141.6730309,2006,5/18/2006
"Rumoi, Japan",False,43.941029,141.6368171,2006,5/14/2006
"Asahikawa, Japan",True,43.7627501,142.3579263,2006,5/10/2006
"Abashiri, Japan",True,44.0206027,144.2732035,2006,5/15/2006
"Sapporo, Japan",True,43.061936,141.3542924,2006,5/8/2006
"Iwamizawa, Japan",False,43.1959915,141.7761132,2006,5/9/2006
"Obihiro, Japan",True,42.923809,143.1966324,2006,5/8/2006
"Kushiro, Japan",True,42.9906837,144.3820381,2006,5/18/2006
"Nemuro, Japan",False,43.3301154,145.5829068,2006,5/17/2006
"Muroran, Japan",True,42.3152461,140.9740731,2006,5/12/2006
"Urakawa, Japan",False,42.1684998,142.7680974,2006,5/11/2006
"Esashi, Japan",False,41.8690714,140.1272235,2006,5/7/2006
"Hakodate, Japan",True,41.768793,140.729008,2006,5/7/2006
"Kutchan, Japan",False,42.901741,140.7590818,2006,5/15/2006
"Monbetsu, Japan",False,44.3565151,143.3545224,2006,5/16/2006
"Hiroo, Japan",False,42.285532,143.3116162,2006,
"Shinjo, Japan",False,38.7648577,140.3021449,2006,
"Aomori, Japan",True,40.886943,140.590121,2006,5/1/2006
"Hachinohe, Japan",False,40.5122388,141.4882959,2006,4/29/2006
"Akita, Japan",True,39.6898802,140.342608,2006,4/21/2006
"Morioka, Japan",True,39.7021331,141.1545397,2006,4/24/2006
"Miyako, Japan",False,39.6395835,141.9461177,2006,4/23/2006
"Sakata, Japan",False,38.9147229,139.8364101,2006,4/16/2006
"Yamagata, Japan",True,38.2553393,140.3400205,2006,4/18/2006
"Sendai, Japan",True,38.2677554,140.8691498,2006,4/13/2006
"Fukushima, Japan",True,37.75454,140.4592144,2006,4/12/2006
"Shirakawa, Japan",False,37.1263397,140.2107192,2006,
"Onahama, Japan",False,36.9383759,140.8977807,2006,4/3/2006
"Wajima, Japan",False,37.3905644,136.8994281,2006,4/12/2006
"Aikawa, Japan",False,35.532347,139.297795,2006,4/12/2006
"Niigata, Japan",True,37.6452283,138.7669125,2006,4/11/2006
"Kanazawa, Japan",True,36.5780499,136.6480247,2006,4/6/2006
"Toyama, Japan",True,36.6957569,137.2136215,2006,4/7/2006
"Nagano, Japan",True,36.1143945,138.0319015,2006,4/15/2006
"Takada, Japan",False,34.516288,135.7448226,2006,4/12/2006
"Utsunomiya, Japan",True,36.5549677,139.8828776,2006,3/29/2006
"Fukui, Japan",True,35.9263502,136.6068127,2006,4/5/2006
"Takayama, Japan",False,36.1396246,137.2510322,2006,
"Matsumoto, Japan",False,36.2382047,137.9687141,2006,4/12/2006
"Maebashi, Japan",True,36.3893418,139.0632826,2006,3/28/2006
"Kumagaya, Japan",True,36.1472472,139.3886141,2006,3/27/2006
"Mito, Japan",True,36.3657792,140.4713933,2006,3/30/2006
"Tsuruga, Japan",False,35.6445135,136.0734634,2006,
"Gifu, Japan",True,35.7867449,137.0460777,2006,3/26/2006
"Nagoya, Japan",True,35.1851045,136.8998438,2006,3/26/2006
"Iida, Japan",False,35.5147101,137.8219519,2006,4/7/2006
"Kofu, Japan",True,35.6652481,138.5710441,2006,3/24/2006
"Choshi, Japan",True,35.7345338,140.8272667,2006,3/25/2006
"Tsu, Japan",True,34.7341973,136.5153283,2006,3/31/2006
"Hamamatsu, Japan",False,34.7109786,137.7259431,2006,
"Shizuoka, Japan",True,34.979149,138.38299,2006,3/17/2006
"Tokyo, Japan",True,35.6828387,139.7594549,2006,3/21/2006
"Owase, Japan",False,34.0707815,136.1911394,2006,3/23/2006
"Yokohama, Japan",True,35.444991,139.636768,2006,3/21/2006
"Tateyama, Japan",False,34.9965304,139.8699838,2006,3/21/2006
"Oshima, Japan",False,34.737515,139.400251,2006,3/20/2006
"Miyakejima, Japan",False,34.085378000000006,139.52127731368265,2006,
"Hachijojima, Japan",False,33.1024935,139.8076939278656,2006,3/19/2006
"Saigo, Japan",False,32.8728923,130.2439633,2006,4/4/2006
"Matsue, Japan",True,35.468115,133.048768,2006,3/28/2006
"Yonago, Japan",False,35.4276408,133.331459,2006,4/1/2006
"Tottori, Japan",True,35.3555075,133.8678525,2006,4/1/2006
"Toyooka, Japan",False,35.5446737,134.8201126,2006,4/4/2006
"Maizuru, Japan",False,35.4704853,135.34844,2006,4/5/2006
"Hamada, Japan",False,34.8991982,132.0799984,2006,3/26/2006
"Kyoto, Japan",True,35.021041,135.7556075,2006,3/27/2006
"Hikone, Japan",True,35.254276,136.215376,2006,4/6/2006
"Hiroshima, Japan",True,34.3916058,132.4518156,2006,3/22/2006
"Okayama, Japan",True,34.6553944,133.9194595,2006,3/29/2006
"Kobe, Japan",True,34.6932379,135.1943764,2006,3/27/2006
"Osaka, Japan",True,34.6198813,135.490357,2006,3/28/2006
"Sumoto, Japan",False,34.3389909,134.859985,2006,
"Wakayama, Japan",True,34.234617,135.1782181,2006,3/25/2006
"Shionomisaki, Japan",False,33.4377085,135.7549926,2006,3/19/2006
"Nara, Japan",True,34.2963089,135.8816819,2006,3/29/2006
"Matsuyama, Japan",True,33.8395188,132.7653521,2006,3/24/2006
"Takamatsu, Japan",True,34.3425592,134.0465338,2006,3/27/2006
"Uwajima, Japan",False,33.2232315,132.5606514,2006,
"Kochi, Japan",True,33.5680384,133.5394221,2006,3/15/2006
"Tokushima, Japan",True,34.0698307,134.5550353,2006,3/27/2006
"Shimonoseki, Japan",True,33.9577116,130.9415455,2006,3/25/2006
"Izuhara, Japan",False,34.2022882,129.288952,2006,3/23/2006
"Fukuoka, Japan",True,33.6251241,130.6180016,2006,3/23/2006
"Saga, Japan",True,33.2185408,130.1296585,2006,3/23/2006
"Oita, Japan",True,33.1819875,131.4270217,2006,3/23/2006
"Fukue, Japan",False,34.0471135,130.9156608,2006,3/22/2006
"Nagasaki, Japan",True,33.1154683,129.7874339,2006,3/22/2006
"Kumamoto, Japan",True,32.6450475,130.6341345,2006,3/20/2006
"Nobeoka, Japan",False,32.5823063,131.6649034,2006,
"Kagoshima, Japan",True,31.5841689,130.543387,2006,3/20/2006
"Miyazaki, Japan",True,31.9076334,131.4204022,2006,3/18/2006
"Yakushima, Japan",False,30.347925,130.52448324447516,2006,
"Tanegashima, Japan",False,30.591848,130.99589484044418,2006,3/20/2006
"Naze, Japan",True,28.3934485,129.5337385,2006,1/16/2006
"Yonaguni Island, Japan",False,24.455595,122.98760597555837,2006,1/27/2006
"Ishigaki Island, Japan",True,24.3618503,124.1543424,2006,1/15/2006
"Miyakojima, Japan",True,24.813957,125.30557898287014,2006,1/19/2006
"Kumejima, Japan",False,26.341139,126.78905289115316,2006,
"Naha, Japan",True,26.2122345,127.6791452,2006,1/13/2006
"Nago, Japan",False,26.5914524,127.9773062,2006,
"Iriomote Island, Japan",False,24.3464015,123.83916364873272,2006,
"Minamidaitojima, Japan",True,25.8423115,131.24287129209847,2006,1/15/2006
"Wakkanai, Japan",True,45.4158108,141.6730309,2007,5/15/2007
"Rumoi, Japan",False,43.941029,141.6368171,2007,5/11/2007
"Asahikawa, Japan",True,43.7627501,142.3579263,2007,5/6/2007
"Abashiri, Japan",True,44.0206027,144.2732035,2007,5/12/2007
"Sapporo, Japan",True,43.061936,141.3542924,2007,5/4/2007
"Iwamizawa, Japan",False,43.1959915,141.7761132,2007,
"Obihiro, Japan",True,42.923809,143.1966324,2007,5/6/2007
"Kushiro, Japan",True,42.9906837,144.3820381,2007,5/16/2007
"Nemuro, Japan",False,43.3301154,145.5829068,2007,5/16/2007
"Muroran, Japan",True,42.3152461,140.9740731,2007,5/7/2007
"Urakawa, Japan",False,42.1684998,142.7680974,2007,5/8/2007
"Esashi, Japan",False,41.8690714,140.1272235,2007,5/1/2007
"Hakodate, Japan",True,41.768793,140.729008,2007,4/30/2007
"Kutchan, Japan",False,42.901741,140.7590818,2007,
"Monbetsu, Japan",False,44.3565151,143.3545224,2007,5/15/2007
"Hiroo, Japan",False,42.285532,143.3116162,2007,
"Shinjo, Japan",False,38.7648577,140.3021449,2007,
"Aomori, Japan",True,40.886943,140.590121,2007,4/25/2007
"Hachinohe, Japan",False,40.5122388,141.4882959,2007,4/26/2007
"Akita, Japan",True,39.6898802,140.342608,2007,4/18/2007
"Morioka, Japan",True,39.7021331,141.1545397,2007,4/20/2007
"Miyako, Japan",False,39.6395835,141.9461177,2007,4/21/2007
"Sakata, Japan",False,38.9147229,139.8364101,2007,4/12/2007
"Yamagata, Japan",True,38.2553393,140.3400205,2007,4/13/2007
"Sendai, Japan",True,38.2677554,140.8691498,2007,4/6/2007
"Fukushima, Japan",True,37.75454,140.4592144,2007,4/2/2007
"Shirakawa, Japan",False,37.1263397,140.2107192,2007,
"Onahama, Japan",False,36.9383759,140.8977807,2007,3/29/2007
"Wajima, Japan",False,37.3905644,136.8994281,2007,4/8/2007
"Aikawa, Japan",False,35.532347,139.297795,2007,4/9/2007
"Niigata, Japan",True,37.6452283,138.7669125,2007,4/6/2007
"Kanazawa, Japan",True,36.5780499,136.6480247,2007,3/29/2007
"Toyama, Japan",True,36.6957569,137.2136215,2007,3/30/2007
"Nagano, Japan",True,36.1143945,138.0319015,2007,4/7/2007
"Takada, Japan",False,34.516288,135.7448226,2007,4/2/2007
"Utsunomiya, Japan",True,36.5549677,139.8828776,2007,3/26/2007
"Fukui, Japan",True,35.9263502,136.6068127,2007,3/29/2007
"Takayama, Japan",False,36.1396246,137.2510322,2007,
"Matsumoto, Japan",False,36.2382047,137.9687141,2007,4/1/2007
"Maebashi, Japan",True,36.3893418,139.0632826,2007,3/28/2007
"Kumagaya, Japan",True,36.1472472,139.3886141,2007,3/23/2007
"Mito, Japan",True,36.3657792,140.4713933,2007,3/24/2007
"Tsuruga, Japan",False,35.6445135,136.0734634,2007,
"Gifu, Japan",True,35.7867449,137.0460777,2007,3/23/2007
"Nagoya, Japan",True,35.1851045,136.8998438,2007,3/23/2007
"Iida, Japan",False,35.5147101,137.8219519,2007,
"Kofu, Japan",True,35.6652481,138.5710441,2007,3/21/2007
"Choshi, Japan",True,35.7345338,140.8272667,2007,3/30/2007
"Tsu, Japan",True,34.7341973,136.5153283,2007,3/26/2007
"Hamamatsu, Japan",False,34.7109786,137.7259431,2007,
"Shizuoka, Japan",True,34.979149,138.38299,2007,3/24/2007
"Tokyo, Japan",True,35.6828387,139.7594549,2007,3/20/2007
"Owase, Japan",False,34.0707815,136.1911394,2007,3/23/2007
"Yokohama, Japan",True,35.444991,139.636768,2007,3/23/2007
"Tateyama, Japan",False,34.9965304,139.8699838,2007,
"Oshima, Japan",False,34.737515,139.400251,2007,3/26/2007
"Miyakejima, Japan",False,34.085378000000006,139.52127731368265,2007,
"Hachijojima, Japan",False,33.1024935,139.8076939278656,2007,4/13/2007
"Saigo, Japan",False,32.8728923,130.2439633,2007,3/28/2007
"Matsue, Japan",True,35.468115,133.048768,2007,3/26/2007
"Yonago, Japan",False,35.4276408,133.331459,2007,3/25/2007
"Tottori, Japan",True,35.3555075,133.8678525,2007,3/25/2007
"Toyooka, Japan",False,35.5446737,134.8201126,2007,3/26/2007
"Maizuru, Japan",False,35.4704853,135.34844,2007,3/31/2007
"Hamada, Japan",False,34.8991982,132.0799984,2007,3/25/2007
"Kyoto, Japan",True,35.021041,135.7556075,2007,3/25/2007
"Hikone, Japan",True,35.254276,136.215376,2007,3/30/2007
"Hiroshima, Japan",True,34.3916058,132.4518156,2007,3/22/2007
"Okayama, Japan",True,34.6553944,133.9194595,2007,3/26/2007
"Kobe, Japan",True,34.6932379,135.1943764,2007,3/30/2007
"Osaka, Japan",True,34.6198813,135.490357,2007,3/27/2007
"Sumoto, Japan",False,34.3389909,134.859985,2007,
"Wakayama, Japan",True,34.234617,135.1782181,2007,3/26/2007
"Shionomisaki, Japan",False,33.4377085,135.7549926,2007,3/28/2007
"Nara, Japan",True,34.2963089,135.8816819,2007,3/27/2007
"Matsuyama, Japan",True,33.8395188,132.7653521,2007,3/23/2007
"Takamatsu, Japan",True,34.3425592,134.0465338,2007,3/28/2007
"Uwajima, Japan",False,33.2232315,132.5606514,2007,
"Kochi, Japan",True,33.5680384,133.5394221,2007,3/23/2007
"Tokushima, Japan",True,34.0698307,134.5550353,2007,3/27/2007
"Shimonoseki, Japan",True,33.9577116,130.9415455,2007,3/23/2007
"Izuhara, Japan",False,34.2022882,129.288952,2007,3/26/2007
"Fukuoka, Japan",True,33.6251241,130.6180016,2007,3/21/2007
"Saga, Japan",True,33.2185408,130.1296585,2007,3/24/2007
"Oita, Japan",True,33.1819875,131.4270217,2007,3/22/2007
"Fukue, Japan",False,34.0471135,130.9156608,2007,3/28/2007
"Nagasaki, Japan",True,33.1154683,129.7874339,2007,3/24/2007
"Kumamoto, Japan",True,32.6450475,130.6341345,2007,3/23/2007
"Nobeoka, Japan",False,32.5823063,131.6649034,2007,
"Kagoshima, Japan",True,31.5841689,130.543387,2007,3/30/2007
"Miyazaki, Japan",True,31.9076334,131.4204022,2007,3/26/2007
"Yakushima, Japan",False,30.347925,130.52448324447516,2007,
"Tanegashima, Japan",False,30.591848,130.99589484044418,2007,4/1/2007
"Naze, Japan",True,28.3934485,129.5337385,2007,1/29/2007
"Yonaguni Island, Japan",False,24.455595,122.98760597555837,2007,2/8/2007
"Ishigaki Island, Japan",True,24.3618503,124.1543424,2007,2/5/2007
"Miyakojima, Japan",True,24.813957,125.30557898287014,2007,1/16/2007
"Kumejima, Japan",False,26.341139,126.78905289115316,2007,
"Naha, Japan",True,26.2122345,127.6791452,2007,1/23/2007
"Nago, Japan",False,26.5914524,127.9773062,2007,
"Iriomote Island, Japan",False,24.3464015,123.83916364873272,2007,
"Minamidaitojima, Japan",True,25.8423115,131.24287129209847,2007,2/2/2007
"Wakkanai, Japan",True,45.4158108,141.6730309,2008,5/2/2008
"Rumoi, Japan",False,43.941029,141.6368171,2008,4/29/2008
"Asahikawa, Japan",True,43.7627501,142.3579263,2008,4/23/2008
"Abashiri, Japan",True,44.0206027,144.2732035,2008,5/3/2008
"Sapporo, Japan",True,43.061936,141.3542924,2008,4/21/2008
"Iwamizawa, Japan",False,43.1959915,141.7761132,2008,
"Obihiro, Japan",True,42.923809,143.1966324,2008,4/26/2008
"Kushiro, Japan",True,42.9906837,144.3820381,2008,5/15/2008
"Nemuro, Japan",False,43.3301154,145.5829068,2008,5/16/2008
"Muroran, Japan",True,42.3152461,140.9740731,2008,4/25/2008
"Urakawa, Japan",False,42.1684998,142.7680974,2008,5/4/2008
"Esashi, Japan",False,41.8690714,140.1272235,2008,
"Hakodate, Japan",True,41.768793,140.729008,2008,4/22/2008
"Kutchan, Japan",False,42.901741,140.7590818,2008,
"Monbetsu, Japan",False,44.3565151,143.3545224,2008,
"Hiroo, Japan",False,42.285532,143.3116162,2008,
"Shinjo, Japan",False,38.7648577,140.3021449,2008,
"Aomori, Japan",True,40.886943,140.590121,2008,4/17/2008
"Hachinohe, Japan",False,40.5122388,141.4882959,2008,
"Akita, Japan",True,39.6898802,140.342608,2008,4/10/2008
"Morioka, Japan",True,39.7021331,141.1545397,2008,4/12/2008
"Miyako, Japan",False,39.6395835,141.9461177,2008,
"Sakata, Japan",False,38.9147229,139.8364101,2008,4/9/2008
"Yamagata, Japan",True,38.2553393,140.3400205,2008,4/12/2008
"Sendai, Japan",True,38.2677554,140.8691498,2008,4/5/2008
"Fukushima, Japan",True,37.75454,140.4592144,2008,4/6/2008
"Shirakawa, Japan",False,37.1263397,140.2107192,2008,
"Onahama, Japan",False,36.9383759,140.8977807,2008,3/30/2008
"Wajima, Japan",False,37.3905644,136.8994281,2008,4/6/2008
"Aikawa, Japan",False,35.532347,139.297795,2008,
